InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
55662,42100.60611,Canada,2202,CAN3,Male,9.5,42-43,9,139,0.2,2015,4,111.2
55663,42100.62611,United States,2198,US12,Male,9.5,42-43,9,199,0,2015,4,199
55664,42100.68611,Germany,2179,GER2,Male,10.5,43-44,10,189,0,2015,4,189
55665,42100.70611,United States,2178,US12,Female,8,38-39,6,179,0.3,2015,4,125.3
55666,42100.75611,Germany,2182,GER2,Female,9,39-40,7,199,0.5,2015,4,99.5
55667,42100.78611,United States,2167,US14,Female,6.5,37,4.5,159,0.5,2015,4,79.5
55668,42100.83611,Germany,2214,GER2,Male,8.5,41-42,8,169,0,2015,4,169
55669,42101.04611,Canada,2159,CAN6,Male,9.5,42-43,9,169,0.5,2015,4,84.5
55670,42101.08611,United States,2178,US15,Female,9.5,40,7.5,149,0.1,2015,4,134.1
55671,42101.14611,United States,2238,US3,Female,10.5,41,8.5,179,0,2015,4,179
55672,42101.44611,Canada,2212,CAN1,Male,9,42,8.5,129,0,2015,4,129
55673,42101.48611,United States,2223,US13,Male,9.5,42-43,9,129,0,2015,4,129
55674,42101.48611,Germany,2240,GER3,Female,9,39-40,7,159,0,2015,4,159
55674,42101.48611,Germany,2158,GER3,Male,10.5,43-44,10,149,0.3,2015,4,104.3
55675,42101.49611,United States,2150,US10,Female,10,40-41,8,149,0,2015,4,149
55676,42101.53611,United States,2177,US14,Male,11,44,10.5,199,0.5,2015,4,99.5
55676,42101.53611,United States,2196,US14,Male,9,42,8.5,169,0,2015,4,169
55677,42101.60611,Canada,2213,CAN2,Male,8.5,41-42,8,169,0.5,2015,4,84.5
55678,42101.62611,United Kingdom,2212,UK1,Male,9,42,8.5,139,0.1,2015,4,125.1
55679,42101.62611,Canada,2230,CAN7,Female,10.5,41,8.5,169,0,2015,4,169
55680,42101.68611,Germany,2219,GER2,Male,10.5,43-44,10,149,0,2015,4,149
55681,42102.08611,Germany,2198,GER2,Male,8.5,41-42,8,159,0,2015,4,159
55682,42102.49611,United States,2239,US4,Male,10,43,9.5,129,0.1,2015,4,116.1
55683,42102.53611,United States,2160,US14,Male,9.5,42-43,9,169,0,2015,4,169
55683,42102.53611,United States,2196,US14,Male,9,42,8.5,169,0,2015,4,169
55684,42102.62611,United Kingdom,2206,UK5,Male,9.5,42-43,9,179,0.2,2015,4,143.2
55685,42102.62611,Germany,2175,GER2,Male,10.5,43-44,10,139,0.5,2015,4,69.5
55686,42102.62611,United States,2162,US13,Male,11,44,10.5,179,0.2,2015,4,143.2
55687,42102.70611,United States,2210,US12,Female,5.5,36,3.5,129,0.5,2015,4,64.5
55688,42103.06611,Germany,2201,GER1,Female,8,38-39,6,189,0,2015,4,189
55688,42103.06611,Germany,2192,GER1,Male,10.5,43-44,10,189,0,2015,4,189
55689,42103.08611,United Kingdom,2200,UK2,Male,9.5,42-43,9,169,0.5,2015,4,84.5
55690,42103.10611,Canada,2181,CAN7,Male,9,42,8.5,189,0,2015,4,189
55691,42103.17611,Canada,2195,CAN1,Female,9.5,40,7.5,199,0,2015,4,199
55692,42103.49611,United States,2205,US7,Male,9.5,42-43,9,149,0.2,2015,4,119.2
55693,42103.53611,United States,2242,US14,Female,8,38-39,6,189,0,2015,4,189
55693,42103.53611,United States,2239,US14,Male,9,42,8.5,179,0,2015,4,179
55693,42103.53611,United States,2160,US14,Male,9.5,42-43,9,169,0,2015,4,169
55693,42103.53611,United States,2177,US14,Male,11,44,10.5,199,0.5,2015,4,99.5
55694,42103.65611,Canada,2181,CAN6,Male,9,42,8.5,169,0.3,2015,4,118.3
55695,42103.83611,United States,2163,US15,Male,10,43,9.5,159,0.3,2015,4,111.3
55696,42103.97611,Germany,2191,GER2,Male,10,43,9.5,169,0.2,2015,4,135.2
55697,42104.06611,Germany,2201,GER1,Female,8,38-39,6,189,0,2015,4,189
55698,42104.10611,Canada,2202,CAN3,Male,9.5,42-43,9,139,0.2,2015,4,111.2
55699,42104.15611,Canada,2178,CAN7,Female,9,39-40,7,199,0,2015,4,199
55700,42104.15611,United States,2205,US14,Male,10.5,43-44,10,159,0.1,2015,4,143.1
55701,42104.58611,United Kingdom,2159,UK4,Male,9.5,42-43,9,199,0,2015,4,199
55702,42104.65611,Canada,2168,CAN2,Male,9,42,8.5,139,0,2015,4,139
55703,42104.71611,Canada,2209,CAN1,Male,10.5,43-44,10,129,0.2,2015,4,103.2
55704,42104.71611,United States,2213,US2,Female,7.5,38,5.5,129,0.3,2015,4,90.3
55705,42104.94611,Canada,2180,CAN6,Male,8,41,7.5,169,0.5,2015,4,84.5
55706,42105.04611,Germany,2194,GER2,Female,8.5,39,6.5,169,0.3,2015,4,118.3
55707,42105.06611,Germany,2219,GER2,Male,10.5,43-44,10,149,0,2015,4,149
55708,42105.10611,Canada,2213,CAN2,Male,8.5,41-42,8,169,0.5,2015,4,84.5
55709,42105.15611,United States,2205,US14,Male,10.5,43-44,10,159,0.1,2015,4,143.1
55710,42105.40611,United Kingdom,2205,UK3,Female,6.5,37,4.5,159,0,2015,4,159
55711,42105.53611,Germany,2197,GER1,Male,8.5,41-42,8,139,0.1,2015,4,125.1
55712,42105.62611,Canada,2214,CAN7,Male,10,43,9.5,179,0.2,2015,4,143.2
55713,42105.62611,United States,2168,US13,Female,6,36-37,4,129,0.1,2015,4,116.1
55714,42105.65611,Germany,2180,GER1,Female,8.5,39,6.5,139,0,2015,4,139
55715,42105.67611,United States,2230,US5,Male,11,44,10.5,139,0,2015,4,139
55716,42105.67611,United Kingdom,2207,UK3,Female,8,38-39,6,169,0,2015,4,169
55717,42105.71611,Canada,2181,CAN6,Male,9,42,8.5,169,0.3,2015,4,118.3
55718,42105.71611,Germany,2184,GER1,Male,9,42,8.5,179,0.5,2015,4,89.5
55719,42105.94611,Canada,2168,CAN3,Male,10.5,43-44,10,129,0.3,2015,4,90.3
55720,42106.04611,United States,2163,US15,Male,10,43,9.5,159,0.3,2015,4,111.3
55721,42106.08611,Germany,2149,GER1,Male,10,43,9.5,129,0,2015,4,129
55722,42106.19611,United Kingdom,2235,UK3,Male,10,43,9.5,149,0,2015,4,149
55723,42106.32611,Canada,2209,CAN1,Male,10.5,43-44,10,129,0.2,2015,4,103.2
55724,42106.40611,Canada,2181,CAN7,Male,9,42,8.5,189,0,2015,4,189
55725,42106.47611,Germany,2235,GER1,Male,12,45,11.5,179,0.5,2015,4,89.5
55726,42106.47611,United States,2218,US9,Female,8.5,39,6.5,149,0.1,2015,4,134.1
55727,42106.53611,Canada,2155,CAN2,Female,9,39-40,7,129,0.5,2015,4,64.5
55728,42106.58611,United Kingdom,2232,UK4,Female,9,39-40,7,179,0,2015,4,179
55729,42106.60611,United States,2218,US12,Male,11.5,44-45,11,169,0,2015,4,169
55730,42106.65611,Germany,2191,GER1,Female,8.5,39,6.5,169,0,2015,4,169
55731,42106.67611,United States,2155,US4,Male,9.5,42-43,9,179,0,2015,4,179
55732,42106.71611,Canada,2168,CAN2,Male,9,42,8.5,139,0,2015,4,139
55733,42106.94611,Germany,2218,GER2,Female,7,37-38,5,169,0,2015,4,169
55734,42107.04611,United States,2213,US15,Male,10,43,9.5,169,0,2015,4,169
55735,42107.11611,United States,2148,US8,Male,10,43,9.5,169,0,2015,4,169
55736,42107.32611,Canada,2181,CAN6,Male,9,42,8.5,169,0.3,2015,4,118.3
55737,42107.40611,Canada,2202,CAN3,Male,9.5,42-43,9,139,0.2,2015,4,111.2
55738,42107.47611,Germany,2176,GER1,Male,9.5,42-43,9,139,0,2015,4,139
55739,42107.52611,Canada,2190,CAN2,Male,6.5,39,6,199,0,2015,4,199
55740,42107.53611,Canada,2201,CAN1,Male,11.5,44-45,11,159,0,2015,4,159
55741,42107.53611,United States,2168,US14,Female,7.5,38,5.5,189,0.1,2015,4,170.1
55741,42107.53611,United States,2159,US14,Male,10.5,43-44,10,129,0,2015,4,129
55742,42107.60611,United States,2220,US1,Female,8.5,39,6.5,179,0,2015,4,179
55743,42107.62611,Canada,2176,CAN5,Male,9,42,8.5,159,0.2,2015,4,127.2
55743,42107.62611,Canada,2174,CAN3,Male,9.5,42-43,9,159,0,2015,4,159
55744,42107.65611,Germany,2184,GER1,Male,9,42,8.5,179,0.5,2015,4,89.5
55744,42107.65611,Germany,2224,GER1,Female,8.5,39,6.5,169,0.3,2015,4,118.3
55745,42107.66611,Canada,2203,CAN1,Male,9,42,8.5,179,0.1,2015,4,161.1
55746,42107.67611,Germany,2193,GER2,Female,9.5,40,7.5,129,0,2015,4,129
55747,42107.79611,United Kingdom,2205,UK3,Female,6.5,37,4.5,159,0,2015,4,159
55748,42108.10611,United States,2183,US15,Female,9,39-40,7,139,0.5,2015,4,69.5
55748,42108.10611,United States,2196,US15,Female,9,39-40,7,169,0,2015,4,169
55749,42108.11611,United States,2237,US2,Male,9,42,8.5,169,0,2015,4,169
55750,42108.29611,United States,2233,US13,Female,9.5,40,7.5,189,0,2015,4,189
55751,42108.30611,United States,2159,US12,Female,8,38-39,6,159,0,2015,4,159
55752,42108.41611,Germany,2239,GER2,Male,11,44,10.5,179,0.5,2015,4,89.5
55753,42108.43611,United Kingdom,2201,UK3,Male,9,42,8.5,199,0.5,2015,4,99.5
55754,42108.47611,Germany,2187,GER1,Male,8.5,41-42,8,149,0,2015,4,149
55755,42108.79611,Canada,2181,CAN7,Male,9,42,8.5,189,0,2015,4,189
55756,42108.93611,United Kingdom,2181,UK2,Male,11,44,10.5,189,0.2,2015,4,151.2
55757,42108.93611,United States,2167,US13,Female,7.5,38,5.5,189,0.1,2015,4,170.1
55758,42109.28611,Canada,2183,CAN2,Male,12,45,11.5,169,0.3,2015,4,118.3
55759,42109.29611,Germany,2177,GER3,Male,9.5,42-43,9,199,0,2015,4,199
55760,42109.43611,Germany,2152,GER2,Female,9,39-40,7,199,0.5,2015,4,99.5
55761,42109.66611,United States,2194,US14,Male,9.5,42-43,9,159,0,2015,4,159
55762,42109.93611,Germany,2239,GER2,Male,11,44,10.5,179,0.5,2015,4,89.5
55763,42110.01611,United States,2229,US12,Male,9.5,42-43,9,199,0.3,2015,4,139.3
55764,42110.10611,United Kingdom,2211,UK5,Male,11.5,44-45,11,129,0,2015,4,129
55765,42110.28611,Canada,2151,CAN6,Male,13,46,12.5,139,0.5,2015,4,69.5
55766,42110.29611,United States,2183,US12,Male,10,43,9.5,169,0,2015,4,169
55767,42110.29611,Germany,2157,GER1,Male,9,42,8.5,129,0.5,2015,4,64.5
55768,42110.45611,Canada,2172,CAN6,Male,12,45,11.5,189,0,2015,4,189
55769,42110.46611,Canada,2201,CAN1,Male,11.5,44-45,11,159,0,2015,4,159
55770,42110.51611,United States,2176,US3,Male,10,43,9.5,189,0,2015,4,189
55771,42110.64611,Canada,2226,CAN6,Female,7.5,38,5.5,189,0.3,2015,4,132.3
55772,42110.91611,United States,2210,US15,Male,7.5,40-41,7,199,0,2015,4,199
55773,42110.93611,United States,2166,US14,Female,10,40-41,8,199,0,2015,4,199
55774,42111.01611,United Kingdom,2232,UK2,Male,10.5,43-44,10,199,0,2015,4,199
55775,42111.02611,Germany,2166,GER2,Male,11.5,44-45,11,149,0,2015,4,149
55776,42111.23611,United States,2225,US14,Male,10.5,43-44,10,129,0.3,2015,4,90.3
55777,42111.41611,Germany,2205,GER1,Male,10.5,43-44,10,189,0.5,2015,4,94.5
55778,42111.41611,Germany,2150,GER2,Male,9.5,42-43,9,199,0,2015,4,199
55779,42111.46611,Canada,2200,CAN5,Female,9.5,40,7.5,169,0,2015,4,169
55780,42111.51611,United States,2197,US2,Male,10.5,43-44,10,129,0,2015,4,129
55781,42111.64611,Canada,2232,CAN6,Male,8,41,7.5,159,0.1,2015,4,143.1
55782,42111.73611,Canada,2221,CAN2,Male,7,40,6.5,159,0,2015,4,159
55782,42111.73611,Canada,2149,CAN1,Male,9.5,42-43,9,179,0.2,2015,4,143.2
55783,42111.80611,United States,2202,US9,Male,11,44,10.5,179,0.5,2015,4,89.5
55784,42111.82611,United States,2150,US8,Male,9,42,8.5,149,0.5,2015,4,74.5
55785,42111.91611,Germany,2189,GER2,Male,9.5,42-43,9,139,0.5,2015,4,69.5
55786,42111.93611,United States,2148,US14,Female,10,40-41,8,179,0,2015,4,179
55787,42111.94611,United Kingdom,2182,UK4,Male,10,43,9.5,169,0,2015,4,169
55788,42112.01611,United Kingdom,2242,UK3,Female,8.5,39,6.5,139,0,2015,4,139
55789,42112.01611,Germany,2152,GER2,Male,9.5,42-43,9,149,0,2015,4,149
55789,42112.01611,Germany,2166,GER2,Male,10.5,43-44,10,149,0.2,2015,4,119.2
55790,42112.02611,United States,2151,US11,Female,8,38-39,6,179,0.2,2015,4,143.2
55791,42112.15611,Canada,2214,CAN5,Male,9.5,42-43,9,169,0,2015,4,169
55792,42112.21611,United States,2180,US14,Female,8,38-39,6,159,0,2015,4,159
55793,42112.45611,United States,2234,US15,Female,7,37-38,5,129,0,2015,4,129
55794,42112.51611,United States,2198,US12,Female,10,40-41,8,159,0,2015,4,159
55795,42112.73611,Canada,2213,CAN6,Male,9,42,8.5,179,0.2,2015,4,143.2
55796,42112.79611,United Kingdom,2226,UK2,Female,8,38-39,6,129,0,2015,4,129
55797,42112.80611,Canada,2159,CAN5,Female,7.5,38,5.5,159,0,2015,4,159
55798,42112.90611,Canada,2162,CAN5,Male,10.5,43-44,10,189,0,2015,4,189
55799,42112.91611,United States,2156,US15,Male,11.5,44-45,11,129,0.5,2015,4,64.5
55800,42112.94611,United States,2212,US15,Female,9,39-40,7,189,0,2015,4,189
55801,42113.07611,United States,2233,US3,Male,9,42,8.5,149,0,2015,4,149
55802,42113.15611,Canada,2200,CAN2,Male,10.5,43-44,10,139,0.2,2015,4,111.2
55803,42113.21611,United States,2238,US14,Female,8,38-39,6,159,0,2015,4,159
55804,42113.46611,United States,2221,US3,Male,9.5,42-43,9,159,0,2015,4,159
55805,42113.62611,Germany,2207,GER3,Male,9,42,8.5,199,0.1,2015,4,179.1
55805,42113.62611,Germany,2196,GER1,Male,8.5,41-42,8,129,0,2015,4,129
55806,42113.62611,United States,2210,US12,Male,10.5,43-44,10,149,0.2,2015,4,119.2
55807,42113.67611,Germany,2234,GER2,Male,10,43,9.5,159,0.5,2015,4,79.5
55808,42113.79611,United Kingdom,2211,UK1,Female,8,38-39,6,179,0.3,2015,4,125.3
55809,42113.80611,Canada,2226,CAN6,Male,9.5,42-43,9,189,0,2015,4,189
55810,42113.81611,Germany,2210,GER3,Female,8.5,39,6.5,129,0,2015,4,129
55811,42113.87611,Canada,2155,CAN2,Female,9,39-40,7,129,0.5,2015,4,64.5
55812,42113.91611,Germany,2176,GER1,Male,9.5,42-43,9,139,0,2015,4,139
55813,42114.15611,Germany,2185,GER1,Female,7,37-38,5,149,0,2015,4,149
55814,42114.29611,United States,2225,US13,Male,8.5,41-42,8,189,0.1,2015,4,170.1
55815,42114.47611,Canada,2170,CAN7,Female,10.5,41,8.5,139,0.3,2015,4,97.3
55816,42114.60611,United States,2224,US15,Female,9.5,40,7.5,129,0.5,2015,4,64.5
55817,42114.62611,Germany,2212,GER3,Male,8.5,41-42,8,189,0,2015,4,189
55818,42114.68611,United States,2227,US15,Female,8.5,39,6.5,149,0,2015,4,149
55819,42114.79611,Germany,2213,GER2,Male,10.5,43-44,10,139,0.5,2015,4,69.5
55820,42115.07611,United States,2188,US1,Female,5.5,36,3.5,129,0.5,2015,4,64.5
55820,42115.07611,United States,2226,US5,Female,10,40-41,8,129,0.2,2015,4,103.2
55821,42115.08611,United States,2175,US6,Female,8,38-39,6,189,0.2,2015,4,151.2
55822,42115.08611,Germany,2210,GER1,Male,11,44,10.5,199,0,2015,4,199
55823,42115.45611,United States,2152,US13,Female,8.5,39,6.5,199,0,2015,4,199
55824,42115.47611,United States,2232,US2,Male,9.5,42-43,9,139,0,2015,4,139
55825,42115.60611,United States,2160,US8,Male,9.5,42-43,9,179,0,2015,4,179
55826,42115.60611,United States,2151,US15,Male,9,42,8.5,169,0,2015,4,169
55827,42115.62611,Germany,2206,GER1,Male,9,42,8.5,179,0,2015,4,179
55828,42115.63611,Germany,2165,GER2,Male,8.5,41-42,8,159,0,2015,4,159
55829,42115.66611,United States,2206,US14,Female,7,37-38,5,199,0,2015,4,199
55829,42115.66611,United States,2209,US6,Male,11.5,44-45,11,159,0,2015,4,159
55830,42115.67611,United Kingdom,2184,UK2,Female,9,39-40,7,159,0.1,2015,4,143.1
55831,42115.77611,United Kingdom,2229,UK2,Male,11,44,10.5,169,0,2015,4,169
55832,42115.79611,United States,2228,US10,Female,7.5,38,5.5,159,0.3,2015,4,111.3
55833,42115.79611,Germany,2226,GER3,Male,10,43,9.5,139,0.2,2015,4,111.2
55834,42116.08611,United States,2229,US15,Female,8,38-39,6,169,0,2015,4,169
55835,42116.39611,Germany,2223,GER2,Female,9,39-40,7,159,0,2015,4,159
55836,42116.53611,Canada,2192,CAN2,Male,9.5,42-43,9,179,0.1,2015,4,161.1
55837,42116.60611,United States,2192,US3,Female,9.5,40,7.5,199,0,2015,4,199
55838,42116.66611,United States,2217,US12,Female,10.5,41,8.5,129,0.2,2015,4,103.2
55839,42117.08611,United States,2220,US8,Male,10,43,9.5,179,0.1,2015,4,161.1
55840,42117.08611,Germany,2179,GER1,Female,7.5,38,5.5,199,0,2015,4,199
55841,42117.28611,United Kingdom,2224,UK2,Female,6.5,37,4.5,179,0,2015,4,179
55842,42117.39611,United Kingdom,2239,UK1,Male,9.5,42-43,9,179,0.3,2015,4,125.3
55843,42117.53611,Canada,2152,CAN2,Male,8.5,41-42,8,159,0,2015,4,159
55844,42117.66611,United States,2169,US12,Female,7,37-38,5,169,0,2015,4,169
55845,42117.77611,United Kingdom,2182,UK4,Male,10,43,9.5,169,0,2015,4,169
55846,42117.88611,United States,2191,US14,Male,6.5,39,6,179,0.1,2015,4,161.1
55847,42118.22611,Germany,2234,GER1,Female,9.5,40,7.5,189,0.5,2015,4,94.5
55848,42118.28611,Germany,2230,GER2,Male,10.5,43-44,10,199,0.1,2015,4,179.1
55849,42118.39611,Germany,2205,GER1,Female,9,39-40,7,199,0,2015,4,199
55850,42118.79611,United States,2186,US14,Male,11,44,10.5,149,0.5,2015,4,74.5
55851,42118.99611,Germany,2192,GER1,Male,10.5,43-44,10,189,0,2015,4,189
55852,42119.11611,Germany,2196,GER1,Male,8.5,41-42,8,129,0,2015,4,129
55853,42119.24611,United States,2214,US13,Female,7.5,38,5.5,179,0,2015,4,179
55854,42119.25611,Canada,2232,CAN7,Female,9,39-40,7,179,0.2,2015,4,143.2
55855,42119.28611,Canada,2151,CAN6,Male,11,44,10.5,159,0,2015,4,159
55855,42119.28611,Canada,2168,CAN6,Male,9.5,42-43,9,139,0,2015,4,139
55856,42119.44611,Canada,2221,CAN1,Female,8,38-39,6,189,0,2015,4,189
55857,42119.79611,United States,2236,US14,Male,14,47,13.5,149,0,2015,4,149
55858,42119.97611,United Kingdom,2165,UK4,Female,6,36-37,4,199,0,2015,4,199
55859,42120.05611,United States,2148,US15,Female,9,39-40,7,149,0,2015,4,149
55860,42120.22611,Germany,2204,GER1,Female,9.5,40,7.5,139,0,2015,4,139
55861,42120.28611,United States,2232,US12,Female,7.5,38,5.5,169,0.2,2015,4,135.2
55862,42120.44611,Canada,2172,CAN6,Female,8,38-39,6,149,0.2,2015,4,119.2
55863,42120.45611,Germany,2206,GER2,Male,10.5,43-44,10,179,0,2015,4,179
55864,42120.46611,Germany,2162,GER2,Female,9,39-40,7,179,0.3,2015,4,125.3
55865,42120.59611,Germany,2181,GER2,Male,11,44,10.5,139,0.5,2015,4,69.5
55866,42120.60611,Canada,2206,CAN6,Male,10.5,43-44,10,129,0,2015,4,129
55867,42120.76611,United States,2190,US1,Male,10,43,9.5,139,0.5,2015,4,69.5
55868,42120.76611,Canada,2215,CAN7,Male,9,42,8.5,139,0,2015,4,139
55869,42121.02611,Germany,2186,GER1,Female,8.5,39,6.5,179,0.2,2015,4,143.2
55870,42121.24611,Germany,2213,GER2,Male,10.5,43-44,10,139,0.5,2015,4,69.5
55871,42121.25611,United States,2236,US14,Male,14,47,13.5,149,0,2015,4,149
55872,42121.44611,Canada,2213,CAN6,Female,8,38-39,6,139,0,2015,4,139
55873,42121.45611,Germany,2197,GER2,Male,15,48,14.5,189,0.5,2015,4,94.5
55874,42121.46611,United Kingdom,2173,UK2,Male,9,42,8.5,149,0.3,2015,4,104.3
55875,42121.50611,Germany,2189,GER2,Female,8,38-39,6,169,0,2015,4,169
55876,42121.65611,United States,2227,US7,Female,8,38-39,6,149,0,2015,4,149
55877,42121.76611,United Kingdom,2165,UK4,Female,6,36-37,4,199,0,2015,4,199
55878,42121.88611,United States,2161,US10,Male,9.5,42-43,9,139,0,2015,4,139
55879,42121.97611,Canada,2220,CAN7,Male,8.5,41-42,8,129,0,2015,4,129
55879,42121.97611,Canada,2176,CAN7,Male,8,41,7.5,189,0,2015,4,189
55880,42122.22611,Germany,2193,GER2,Male,9.5,42-43,9,129,0.2,2015,4,103.2
55881,42122.26611,United Kingdom,2224,UK3,Female,6,36-37,4,129,0,2015,4,129
55882,42122.35611,Germany,2165,GER3,Male,10.5,43-44,10,139,0.1,2015,4,125.1
55883,42122.38611,United Kingdom,2190,UK1,Female,7,37-38,5,189,0,2015,4,189
55883,42122.38611,United Kingdom,2185,UK2,Female,7,37-38,5,129,0.2,2015,4,103.2
55884,42122.45611,Germany,2207,GER1,Male,8,41,7.5,159,0.5,2015,4,79.5
55885,42122.46611,Germany,2220,GER1,Male,9.5,42-43,9,169,0.3,2015,4,118.3
55886,42122.50611,Germany,2165,GER2,Male,8.5,41-42,8,159,0,2015,4,159
55887,42122.51611,United Kingdom,2150,UK3,Female,6.5,37,4.5,179,0,2015,4,179
55888,42122.55611,Germany,2164,GER3,Male,9.5,42-43,9,149,0,2015,4,149
55889,42122.88611,Canada,2232,CAN7,Female,9,39-40,7,179,0.2,2015,4,143.2
55890,42122.92611,United States,2188,US10,Male,12,45,11.5,169,0,2015,4,169
55890,42122.92611,United States,2215,US13,Female,9.5,40,7.5,169,0.5,2015,4,84.5
55891,42123.22611,United States,2236,US15,Female,8,38-39,6,169,0,2015,4,169
55892,42123.31611,Germany,2236,GER2,Female,8,38-39,6,199,0,2015,4,199
55893,42123.33611,Germany,2181,GER1,Male,11,44,10.5,159,0,2015,4,159
55894,42123.35611,Germany,2199,GER2,Male,6.5,39,6,179,0,2015,4,179
55895,42123.38611,Canada,2192,CAN2,Male,9.5,42-43,9,179,0.1,2015,4,161.1
55896,42123.55611,Germany,2156,GER1,Male,8,41,7.5,159,0.5,2015,4,79.5
55897,42123.56611,Germany,2162,GER2,Female,9,39-40,7,179,0.3,2015,4,125.3
55898,42123.75611,Canada,2213,CAN5,Male,14,47,13.5,149,0.2,2015,4,119.2
55899,42123.92611,United States,2220,US8,Male,9.5,42-43,9,149,0,2015,4,149
55900,42124.18611,United States,2160,US13,Female,9.5,40,7.5,129,0.5,2015,4,64.5
55901,42124.33611,Germany,2177,GER1,Female,8,38-39,6,179,0.1,2015,4,161.1
55902,42124.35611,Germany,2147,GER2,Male,15,48,14.5,179,0.1,2015,4,161.1
55903,42124.88611,Germany,2206,GER2,Male,10.5,43-44,10,179,0,2015,4,179
55904,42124.92611,United States,2220,US8,Male,10,43,9.5,179,0.1,2015,4,161.1
55904,42124.92611,United States,2152,US7,Male,9.5,42-43,9,169,0.1,2015,4,152.1
55904,42124.92611,United States,2188,US10,Male,12,45,11.5,169,0,2015,4,169
55905,42124.95611,United States,2227,US14,Male,9.5,42-43,9,139,0.5,2015,4,69.5
55906,42125.18611,Germany,2209,GER2,Male,11,44,10.5,169,0,2015,5,169
55907,42125.19611,United States,2177,US12,Female,8,38-39,6,139,0,2015,5,139
55908,42125.26611,United Kingdom,2242,UK1,Male,8,41,7.5,129,0.3,2015,5,90.3
55909,42125.33611,Germany,2203,GER3,Male,7.5,40-41,7,189,0,2015,5,189
55910,42125.70611,Germany,2241,GER2,Male,10.5,43-44,10,159,0,2015,5,159
55910,42125.70611,Germany,2182,GER2,Female,11,41-42,9,179,0,2015,5,179
55911,42125.75611,United States,2212,US14,Female,6.5,37,4.5,129,0,2015,5,129
55912,42125.84611,United States,2186,US1,Male,8,41,7.5,189,0.1,2015,5,170.1
55913,42125.88611,Germany,2197,GER2,Male,15,48,14.5,189,0.5,2015,5,94.5
55914,42125.95611,United States,2208,US14,Male,9.5,42-43,9,129,0,2015,5,129
55915,42126.03611,United States,2242,US13,Female,8.5,39,6.5,169,0.2,2015,5,135.2
55916,42126.05611,Canada,2241,CAN3,Female,10.5,41,8.5,129,0,2015,5,129
55917,42126.18611,United States,2220,US8,Male,9.5,42-43,9,149,0,2015,5,149
55918,42126.26611,United States,2204,US15,Female,9,39-40,7,179,0,2015,5,179
55919,42126.70611,United States,2222,US12,Male,10.5,43-44,10,149,0,2015,5,149
55920,42126.70611,Germany,2173,GER1,Male,8.5,41-42,8,179,0,2015,5,179
55921,42126.73611,Canada,2219,CAN2,Female,8.5,39,6.5,179,0,2015,5,179
55922,42126.91611,United States,2175,US14,Male,9.5,42-43,9,159,0,2015,5,159
55923,42126.95611,United States,2231,US14,Male,9,42,8.5,149,0,2015,5,149
55924,42127.00611,Germany,2217,GER2,Male,9.5,42-43,9,149,0.3,2015,5,104.3
55924,42127.00611,Germany,2147,GER2,Male,15,48,14.5,179,0.1,2015,5,161.1
55925,42127.13611,United Kingdom,2159,UK5,Female,6,36-37,4,189,0.5,2015,5,94.5
